audio_file,text,language,speaker,source_file,gender,source_type
009718.wav,"They heard the sound of shots to the north of their lot. Callaway heard five shots, and Guinyard three.",en,LJSpeech_single_speaker,LJ037-0105.wav,,real
015164.wav,जब रोगकारक सूक्ष्मजीव हमारे शरीर में प्रवेश करते हैं तो उनसे लड़ने के लिए हमारा शरीर प्रतिरक्षी उत्पन्न करता है|,hi,unknown,sample_15283,,real
002561.wav,"फरहान अख्तर अपने हर काम में चाहें वो एक्टिंग हो, डायरेक्शन हो या फिर सिंगिंग हो, फरहान उसमें भरपूर एनर्जी डालते है।",hi,unknown,sample_2579,,real
011576.wav,"इसलिए कि यह बुनियादी जानकारी हर भारतीय लड़की के लिए जरूरी है, जिससे वह अपनी धरती, अपनी जड़ों को अच्छी तरह पहचान सके|",hi,unknown,sample_11663,,real
011067.wav,"While, quote, resourcefulness and patient working towards the aforesaid goals",en,LJSpeech_single_speaker,LJ042-0191.wav,,real
019600.wav,पौधों एवं जन्तुओं की वह स्पीशीज़ जो किसी विशेष क्षेत्र में विशिष्ट रूप से पाई जाती है उसे विशेष क्षेत्री स्पीशीज़ कहते हैं|,hi,unknown,sample_19745,,real
012848.wav,The Commission urges that the Service continue this effort to overhaul and define its procedures.,en,LJSpeech_single_speaker,LJ050-0026.wav,,real
019886.wav,आपके विचार में इब्न बतूता ने अपने विवरण में इन गतिविधियों को रेखांकित क्यों किया|,hi,unknown,sample_20034,,real
017277.wav,"यह फल पित्तशामक, उल्टी रोकने वाला, पौष्टिक, कफ, मांस एवं रक्त वर्धक, वात दोष शामक और हृदय के लिए लाभदायी है",hi,unknown,sample_17405,,real
013697.wav,"प्रकाश जब एक पारदर्शक माध्यम में से दूसरे पारदर्शक माध्यम में जाता है तब उसके संचरण की दिशा परिवर्तित हो जाती है, इसे ही प्रकाश का अपवर्तन कहते हैं|",hi,unknown,sample_13802,,real
002057.wav,"एंटर द ड्रैगन, ब्रूस ली की सबसे मशहूर फिल्म, है जो उनकी मौत के बाद रिलीज हुई",hi,unknown,sample_2071,,real
010248.wav,"हा पाहा लाल सुरा, रक्तानं रंगलेला सुरा, कुणाचं हे रक्त, कुठून आला हा सुरा, माझ्या उशाशी कुणी ठेवला, असे मनू बोलू लागला.",mr,unknown,,female,real
